trial,decision,response time,Trial_File,num,p1,p2,p3,p4,num',p1',p2',p3',p4',P1'-P1,P2'-P2,P3'-P3,P4'-P4
107.0,0.0,2.3209021,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,107,26.7555137826842,30.6480787900416,41.3137538124932,-14.82217322775,807,5.61422293902059,-39.8731351410389,43.4300073073975,18.0127303096161,-21.14129084366361,-70.5212139310805,2.1162534949043064,32.8349035373661
108.0,1.0,2.0814652,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,108,4.11735717558453,-5.11864127087394,-65.2857950854594,72.0707024983647,808,-70.4705077560988,5.89032155605468,-2.39704248274063,46.4326122522518,-74.58786493168333,11.00896282692862,62.88875260271877,-25.638090246112895
109.0,1.0,1.9162768,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,109,8.92934473302083,2.29913611568308,38.0337242100558,42.0120422375858,809,32.3512395775577,-1.20086536145952,-35.329384348519,-46.784059057992,23.42189484453687,-3.5000014771426,-73.3631085585748,-88.79610129557781
110.0,0.0,1.7799612,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,110,41.7209994780401,38.7964399064947,-7.1007431527956,-55.396332215328,810,-10.2481241529679,87.730078945655,7.56899002540568,-15.3914675428001,-51.969123631008,48.9336390391603,14.66973317820128,40.0048646725279
111.0,1.0,2.0494203,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,111,55.9933114157599,-36.7436784906241,-41.1627090559912,34.3209032154103,811,-50.3338886394443,79.1592387349345,-44.972682881644,-37.5096115596726,-106.3272000552042,115.90291722555861,-3.809973825652797,-71.83051477508289
112.0,1.0,3.6100774,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,112,-2.34940478004705,13.1234499262045,-55.7576696916932,87.5833521896628,812,76.3487196953086,14.1133488935004,-33.5761375311787,4.95532477399941,78.69812447535566,0.9898989672958987,22.1815321605145,-82.6280274156634
113.0,0.0,2.1542389,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,113,-84.9987949887726,-10.8416679299342,13.5980307935706,-34.5638577719017,813,24.9665543441141,0.259631318755893,59.1846781938976,-6.09156111448334,109.9653493328867,11.101299248690093,45.586647400326996,28.47229665741836
114.0,0.0,1.9157929,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,114,-55.9744739584601,40.8780860204026,-76.6697602771961,36.8483540657073,814,-62.0094412353211,64.8456413408216,49.0405970487992,-53.1812552150551,-6.034967276860996,23.967555320419002,125.7103573259953,-90.0296092807624
115.0,1.0,2.1944995,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,115,-50.4711016176854,87.9299650966827,41.322114027382,-50.7535253654275,815,-30.6699923153004,40.213941894415,-38.1878105435119,72.3848193653467,19.801109302384997,-47.71602320226769,-79.5099245708939,123.13834473077421
116.0,0.0,2.3616447,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,116,86.0422243728719,67.1192617475812,46.189294894031,41.9953892585451,816,65.3781583236224,66.8917537843863,37.0524441447046,74.0847208336038,-20.6640660492495,-0.22750796319490973,-9.136850749326399,32.089331575058694
117.0,0.0,2.3090732,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,117,15.6591132359768,-27.4805973976872,-12.8960648465515,-12.6577228302196,817,43.7119686824901,-0.993070859982669,55.085503107409,84.1007061324699,28.052855446513302,26.48752653770453,67.9815679539605,96.75842896268949
118.0,1.0,1.8816531,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,118,84.8980803098315,-39.0423161204841,86.4900632708888,52.9934697288375,818,11.1416730060397,-79.2127809018579,14.1640474429433,-5.09460926686567,-73.7564073037918,-40.170464781373795,-72.3260158279455,-58.08807899570317
119.0,0.0,2.9998299,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,119,-83.4811120511241,-19.0517627762416,84.5054171478061,-29.0939312543313,819,-34.9709935697137,34.1469346815334,68.7758320788306,-68.4578590028884,48.5101184814104,53.198697457775,-15.729585068975496,-39.3639277485571
